xIndex	Sample	Score
58	all_pattern_matches_genomewide_new_pos_neg.bw	3.57247951730927e-09
59	all_pattern_matches_genomewide_new_pos_neg.bw	3.638268276182e-09
60	all_pattern_matches_genomewide_new_pos_neg.bw	3.66377245056513e-09
61	all_pattern_matches_genomewide_new_pos_neg.bw	3.68653779309755e-09
62	all_pattern_matches_genomewide_new_pos_neg.bw	3.6868353849694e-09
63	all_pattern_matches_genomewide_new_pos_neg.bw	3.75782679794092e-09
64	all_pattern_matches_genomewide_new_pos_neg.bw	3.74149765520603e-09
65	all_pattern_matches_genomewide_new_pos_neg.bw	3.7089002809832e-09
66	all_pattern_matches_genomewide_new_pos_neg.bw	3.69955261073743e-09
67	all_pattern_matches_genomewide_new_pos_neg.bw	3.60991781777211e-09
68	all_pattern_matches_genomewide_new_pos_neg.bw	3.66528426908371e-09
69	all_pattern_matches_genomewide_new_pos_neg.bw	3.67976155361327e-09
70	all_pattern_matches_genomewide_new_pos_neg.bw	3.70861475596539e-09
71	all_pattern_matches_genomewide_new_pos_neg.bw	3.67710040072251e-09
72	all_pattern_matches_genomewide_new_pos_neg.bw	3.63521635124639e-09
73	all_pattern_matches_genomewide_new_pos_neg.bw	3.61057742968679e-09
74	all_pattern_matches_genomewide_new_pos_neg.bw	3.63720935577593e-09
75	all_pattern_matches_genomewide_new_pos_neg.bw	3.66012842504963e-09
76	all_pattern_matches_genomewide_new_pos_neg.bw	3.69246837669465e-09
77	all_pattern_matches_genomewide_new_pos_neg.bw	3.6649540683442e-09
78	all_pattern_matches_genomewide_new_pos_neg.bw	3.58199975371884e-09
79	all_pattern_matches_genomewide_new_pos_neg.bw	3.5422688034841e-09
80	all_pattern_matches_genomewide_new_pos_neg.bw	3.60397611150867e-09
81	all_pattern_matches_genomewide_new_pos_neg.bw	3.60902443110985e-09
82	all_pattern_matches_genomewide_new_pos_neg.bw	3.53616279829229e-09
83	all_pattern_matches_genomewide_new_pos_neg.bw	3.59047390032426e-09
84	all_pattern_matches_genomewide_new_pos_neg.bw	3.62048387039218e-09
85	all_pattern_matches_genomewide_new_pos_neg.bw	3.6623936951174e-09
86	all_pattern_matches_genomewide_new_pos_neg.bw	3.65475335046227e-09
87	all_pattern_matches_genomewide_new_pos_neg.bw	3.64249225713028e-09
88	all_pattern_matches_genomewide_new_pos_neg.bw	3.61778615232178e-09
89	all_pattern_matches_genomewide_new_pos_neg.bw	3.60711300993126e-09
90	all_pattern_matches_genomewide_new_pos_neg.bw	3.569014257839e-09
91	all_pattern_matches_genomewide_new_pos_neg.bw	3.54903361986862e-09
92	all_pattern_matches_genomewide_new_pos_neg.bw	3.61594937436643e-09
93	all_pattern_matches_genomewide_new_pos_neg.bw	3.65288115944344e-09
94	all_pattern_matches_genomewide_new_pos_neg.bw	3.56929786887148e-09
95	all_pattern_matches_genomewide_new_pos_neg.bw	3.52986574976626e-09
96	all_pattern_matches_genomewide_new_pos_neg.bw	3.59273437106182e-09
97	all_pattern_matches_genomewide_new_pos_neg.bw	3.53304502147826e-09
98	all_pattern_matches_genomewide_new_pos_neg.bw	3.525761462367e-09
99	all_pattern_matches_genomewide_new_pos_neg.bw	3.47304095182011e-09
100	all_pattern_matches_genomewide_new_pos_neg.bw	3.44737132771334e-09
101	all_pattern_matches_genomewide_new_pos_neg.bw	3.65188721940726e-09
102	all_pattern_matches_genomewide_new_pos_neg.bw	3.67539801732846e-09
103	all_pattern_matches_genomewide_new_pos_neg.bw	3.64875365139127e-09
104	all_pattern_matches_genomewide_new_pos_neg.bw	3.66976778903025e-09
105	all_pattern_matches_genomewide_new_pos_neg.bw	3.66296591141704e-09
106	all_pattern_matches_genomewide_new_pos_neg.bw	3.6880053210374e-09
107	all_pattern_matches_genomewide_new_pos_neg.bw	3.73367018883753e-09
108	all_pattern_matches_genomewide_new_pos_neg.bw	3.69592957688803e-09
109	all_pattern_matches_genomewide_new_pos_neg.bw	3.70883546942706e-09
110	all_pattern_matches_genomewide_new_pos_neg.bw	3.77376331755736e-09
111	all_pattern_matches_genomewide_new_pos_neg.bw	3.76831873749369e-09
112	all_pattern_matches_genomewide_new_pos_neg.bw	3.75439019045367e-09
113	all_pattern_matches_genomewide_new_pos_neg.bw	3.74220204158656e-09
114	all_pattern_matches_genomewide_new_pos_neg.bw	3.71956794525804e-09
115	all_pattern_matches_genomewide_new_pos_neg.bw	3.70931328857233e-09
116	all_pattern_matches_genomewide_new_pos_neg.bw	3.7355053678823e-09
117	all_pattern_matches_genomewide_new_pos_neg.bw	3.76789901651317e-09
118	all_pattern_matches_genomewide_new_pos_neg.bw	3.7925520604504e-09
119	all_pattern_matches_genomewide_new_pos_neg.bw	3.77545745588305e-09
120	all_pattern_matches_genomewide_new_pos_neg.bw	3.71133430126339e-09
121	all_pattern_matches_genomewide_new_pos_neg.bw	3.69759130220816e-09
122	all_pattern_matches_genomewide_new_pos_neg.bw	3.73099958648947e-09
123	all_pattern_matches_genomewide_new_pos_neg.bw	3.74777516021894e-09
124	all_pattern_matches_genomewide_new_pos_neg.bw	3.75971720780578e-09
125	all_pattern_matches_genomewide_new_pos_neg.bw	3.70610916303932e-09
126	all_pattern_matches_genomewide_new_pos_neg.bw	3.74778294218821e-09
127	all_pattern_matches_genomewide_new_pos_neg.bw	3.78430976943649e-09
128	all_pattern_matches_genomewide_new_pos_neg.bw	3.86976779472092e-09
129	all_pattern_matches_genomewide_new_pos_neg.bw	3.82232236857019e-09
130	all_pattern_matches_genomewide_new_pos_neg.bw	3.80384688745886e-09
131	all_pattern_matches_genomewide_new_pos_neg.bw	3.7363298854396e-09
132	all_pattern_matches_genomewide_new_pos_neg.bw	3.71785677161589e-09
133	all_pattern_matches_genomewide_new_pos_neg.bw	3.73610951468569e-09
134	all_pattern_matches_genomewide_new_pos_neg.bw	3.74075231267913e-09
135	all_pattern_matches_genomewide_new_pos_neg.bw	3.73543201205914e-09
136	all_pattern_matches_genomewide_new_pos_neg.bw	3.7712693286119e-09
137	all_pattern_matches_genomewide_new_pos_neg.bw	3.8304210932327e-09
138	all_pattern_matches_genomewide_new_pos_neg.bw	3.82878944805472e-09
139	all_pattern_matches_genomewide_new_pos_neg.bw	3.79835955646977e-09
140	all_pattern_matches_genomewide_new_pos_neg.bw	3.77293270264108e-09
141	all_pattern_matches_genomewide_new_pos_neg.bw	3.80474891593818e-09
142	all_pattern_matches_genomewide_new_pos_neg.bw	3.82051110717927e-09
143	all_pattern_matches_genomewide_new_pos_neg.bw	3.80516682521972e-09
144	all_pattern_matches_genomewide_new_pos_neg.bw	3.78137072929972e-09
145	all_pattern_matches_genomewide_new_pos_neg.bw	3.84383418042402e-09
146	all_pattern_matches_genomewide_new_pos_neg.bw	3.86596028711262e-09
147	all_pattern_matches_genomewide_new_pos_neg.bw	3.80969394343676e-09
148	all_pattern_matches_genomewide_new_pos_neg.bw	3.84113519613771e-09
149	all_pattern_matches_genomewide_new_pos_neg.bw	3.89020271431704e-09
150	all_pattern_matches_genomewide_new_pos_neg.bw	3.83090567726544e-09
151	all_pattern_matches_genomewide_new_pos_neg.bw	3.87003636321336e-09
152	all_pattern_matches_genomewide_new_pos_neg.bw	3.78888399205318e-09
153	all_pattern_matches_genomewide_new_pos_neg.bw	3.75901816593249e-09
154	all_pattern_matches_genomewide_new_pos_neg.bw	3.71200669651208e-09
155	all_pattern_matches_genomewide_new_pos_neg.bw	3.73959683564748e-09
156	all_pattern_matches_genomewide_new_pos_neg.bw	3.80763705545221e-09
157	all_pattern_matches_genomewide_new_pos_neg.bw	3.81988788639249e-09
158	all_pattern_matches_genomewide_new_pos_neg.bw	3.77438007035695e-09
159	all_pattern_matches_genomewide_new_pos_neg.bw	3.84047930354115e-09
160	all_pattern_matches_genomewide_new_pos_neg.bw	3.80189204754671e-09
161	all_pattern_matches_genomewide_new_pos_neg.bw	3.80811151081495e-09
162	all_pattern_matches_genomewide_new_pos_neg.bw	3.8098733070721e-09
163	all_pattern_matches_genomewide_new_pos_neg.bw	3.83575350935428e-09
164	all_pattern_matches_genomewide_new_pos_neg.bw	3.8321204524078e-09
165	all_pattern_matches_genomewide_new_pos_neg.bw	3.79553080124654e-09
166	all_pattern_matches_genomewide_new_pos_neg.bw	3.8370798017393e-09
167	all_pattern_matches_genomewide_new_pos_neg.bw	3.86376745457985e-09
168	all_pattern_matches_genomewide_new_pos_neg.bw	3.86765773876029e-09
169	all_pattern_matches_genomewide_new_pos_neg.bw	3.88504225229288e-09
170	all_pattern_matches_genomewide_new_pos_neg.bw	3.86507259179082e-09
171	all_pattern_matches_genomewide_new_pos_neg.bw	3.80521834911772e-09
172	all_pattern_matches_genomewide_new_pos_neg.bw	3.76609748226192e-09
173	all_pattern_matches_genomewide_new_pos_neg.bw	3.81131212436682e-09
174	all_pattern_matches_genomewide_new_pos_neg.bw	3.83633201424967e-09
175	all_pattern_matches_genomewide_new_pos_neg.bw	3.88492419439395e-09
176	all_pattern_matches_genomewide_new_pos_neg.bw	3.89937710562763e-09
177	all_pattern_matches_genomewide_new_pos_neg.bw	3.91461472920511e-09
178	all_pattern_matches_genomewide_new_pos_neg.bw	3.89528629566251e-09
179	all_pattern_matches_genomewide_new_pos_neg.bw	3.87767635547491e-09
180	all_pattern_matches_genomewide_new_pos_neg.bw	3.85476314664729e-09
181	all_pattern_matches_genomewide_new_pos_neg.bw	3.86701727829717e-09
182	all_pattern_matches_genomewide_new_pos_neg.bw	3.88138018664826e-09
183	all_pattern_matches_genomewide_new_pos_neg.bw	3.91204469141909e-09
184	all_pattern_matches_genomewide_new_pos_neg.bw	3.88100869738598e-09
185	all_pattern_matches_genomewide_new_pos_neg.bw	3.80082952291059e-09
186	all_pattern_matches_genomewide_new_pos_neg.bw	3.79937293275693e-09
187	all_pattern_matches_genomewide_new_pos_neg.bw	3.84520866898945e-09
188	all_pattern_matches_genomewide_new_pos_neg.bw	3.84704524258069e-09
189	all_pattern_matches_genomewide_new_pos_neg.bw	3.95652695068589e-09
190	all_pattern_matches_genomewide_new_pos_neg.bw	3.97068320692014e-09
191	all_pattern_matches_genomewide_new_pos_neg.bw	3.92091189660012e-09
192	all_pattern_matches_genomewide_new_pos_neg.bw	3.93934048707688e-09
193	all_pattern_matches_genomewide_new_pos_neg.bw	3.97904209020605e-09
194	all_pattern_matches_genomewide_new_pos_neg.bw	3.94471537495199e-09
195	all_pattern_matches_genomewide_new_pos_neg.bw	3.97108309398587e-09
196	all_pattern_matches_genomewide_new_pos_neg.bw	3.94416145810195e-09
197	all_pattern_matches_genomewide_new_pos_neg.bw	3.96867792308874e-09
198	all_pattern_matches_genomewide_new_pos_neg.bw	3.95696812191679e-09
199	all_pattern_matches_genomewide_new_pos_neg.bw	3.91402873901195e-09
200	all_pattern_matches_genomewide_new_pos_neg.bw	3.82586509222637e-09
201	all_pattern_matches_genomewide_new_pos_neg.bw	3.68731413833587e-09
202	all_pattern_matches_genomewide_new_pos_neg.bw	3.80666865498211e-09
203	all_pattern_matches_genomewide_new_pos_neg.bw	3.93611517322533e-09
204	all_pattern_matches_genomewide_new_pos_neg.bw	3.95623478275016e-09
205	all_pattern_matches_genomewide_new_pos_neg.bw	3.99175603187072e-09
206	all_pattern_matches_genomewide_new_pos_neg.bw	4.01352936104611e-09
207	all_pattern_matches_genomewide_new_pos_neg.bw	4.02033512413766e-09
208	all_pattern_matches_genomewide_new_pos_neg.bw	4.0282914288862e-09
209	all_pattern_matches_genomewide_new_pos_neg.bw	4.04358492531394e-09
210	all_pattern_matches_genomewide_new_pos_neg.bw	4.08172859386051e-09
211	all_pattern_matches_genomewide_new_pos_neg.bw	4.06492162278868e-09
212	all_pattern_matches_genomewide_new_pos_neg.bw	4.05054022775481e-09
213	all_pattern_matches_genomewide_new_pos_neg.bw	4.06409183444958e-09
214	all_pattern_matches_genomewide_new_pos_neg.bw	4.01322968791315e-09
215	all_pattern_matches_genomewide_new_pos_neg.bw	4.00288296536499e-09
216	all_pattern_matches_genomewide_new_pos_neg.bw	4.00023805092247e-09
217	all_pattern_matches_genomewide_new_pos_neg.bw	4.01014547885113e-09
218	all_pattern_matches_genomewide_new_pos_neg.bw	4.01452164359416e-09
219	all_pattern_matches_genomewide_new_pos_neg.bw	3.99323925034215e-09
220	all_pattern_matches_genomewide_new_pos_neg.bw	3.94021973695288e-09
221	all_pattern_matches_genomewide_new_pos_neg.bw	3.93689706108959e-09
222	all_pattern_matches_genomewide_new_pos_neg.bw	3.89105467425784e-09
223	all_pattern_matches_genomewide_new_pos_neg.bw	3.91632504048875e-09
224	all_pattern_matches_genomewide_new_pos_neg.bw	3.92749817361085e-09
225	all_pattern_matches_genomewide_new_pos_neg.bw	3.87384671523313e-09
226	all_pattern_matches_genomewide_new_pos_neg.bw	3.83009995371854e-09
227	all_pattern_matches_genomewide_new_pos_neg.bw	3.83146603794607e-09
228	all_pattern_matches_genomewide_new_pos_neg.bw	3.86911720257341e-09
229	all_pattern_matches_genomewide_new_pos_neg.bw	3.85290512278018e-09
230	all_pattern_matches_genomewide_new_pos_neg.bw	3.9083824831187e-09
231	all_pattern_matches_genomewide_new_pos_neg.bw	3.92333746972992e-09
232	all_pattern_matches_genomewide_new_pos_neg.bw	3.91470421481657e-09
233	all_pattern_matches_genomewide_new_pos_neg.bw	3.90358435029498e-09
234	all_pattern_matches_genomewide_new_pos_neg.bw	3.87194581765451e-09
235	all_pattern_matches_genomewide_new_pos_neg.bw	3.86550519619422e-09
236	all_pattern_matches_genomewide_new_pos_neg.bw	3.88836348329738e-09
237	all_pattern_matches_genomewide_new_pos_neg.bw	3.91994339760105e-09
238	all_pattern_matches_genomewide_new_pos_neg.bw	3.86455416560624e-09
239	all_pattern_matches_genomewide_new_pos_neg.bw	3.78694271724945e-09
240	all_pattern_matches_genomewide_new_pos_neg.bw	3.78148614018155e-09
241	all_pattern_matches_genomewide_new_pos_neg.bw	3.79762129816012e-09
242	all_pattern_matches_genomewide_new_pos_neg.bw	3.83006696729915e-09
243	all_pattern_matches_genomewide_new_pos_neg.bw	3.84042312185005e-09
244	all_pattern_matches_genomewide_new_pos_neg.bw	3.86439199626459e-09
245	all_pattern_matches_genomewide_new_pos_neg.bw	3.80149313820549e-09
246	all_pattern_matches_genomewide_new_pos_neg.bw	3.8180448982747e-09
247	all_pattern_matches_genomewide_new_pos_neg.bw	3.82763657392507e-09
248	all_pattern_matches_genomewide_new_pos_neg.bw	3.86884872660769e-09
249	all_pattern_matches_genomewide_new_pos_neg.bw	3.88923266017625e-09
250	all_pattern_matches_genomewide_new_pos_neg.bw	3.88444224845938e-09
251	all_pattern_matches_genomewide_new_pos_neg.bw	3.87573739242937e-09
252	all_pattern_matches_genomewide_new_pos_neg.bw	3.87708949963541e-09
253	all_pattern_matches_genomewide_new_pos_neg.bw	3.84048830716203e-09
254	all_pattern_matches_genomewide_new_pos_neg.bw	3.84928303027346e-09
255	all_pattern_matches_genomewide_new_pos_neg.bw	3.87353123843543e-09
256	all_pattern_matches_genomewide_new_pos_neg.bw	3.83653226559125e-09
257	all_pattern_matches_genomewide_new_pos_neg.bw	3.86057738596636e-09
258	all_pattern_matches_genomewide_new_pos_neg.bw	3.87839172084947e-09
259	all_pattern_matches_genomewide_new_pos_neg.bw	3.90033830211499e-09
260	all_pattern_matches_genomewide_new_pos_neg.bw	3.9283365491615e-09
261	all_pattern_matches_genomewide_new_pos_neg.bw	3.91537826112276e-09
262	all_pattern_matches_genomewide_new_pos_neg.bw	3.91084094699583e-09
263	all_pattern_matches_genomewide_new_pos_neg.bw	3.8909065142143e-09
264	all_pattern_matches_genomewide_new_pos_neg.bw	3.86436247845214e-09
265	all_pattern_matches_genomewide_new_pos_neg.bw	3.85331581404261e-09
266	all_pattern_matches_genomewide_new_pos_neg.bw	3.84125775613595e-09
267	all_pattern_matches_genomewide_new_pos_neg.bw	3.90918225350074e-09
268	all_pattern_matches_genomewide_new_pos_neg.bw	3.91612292682816e-09
269	all_pattern_matches_genomewide_new_pos_neg.bw	3.86192073476316e-09
270	all_pattern_matches_genomewide_new_pos_neg.bw	3.83903780538867e-09
271	all_pattern_matches_genomewide_new_pos_neg.bw	3.85508412522152e-09
272	all_pattern_matches_genomewide_new_pos_neg.bw	3.8740467882582e-09
273	all_pattern_matches_genomewide_new_pos_neg.bw	3.87469526042324e-09
274	all_pattern_matches_genomewide_new_pos_neg.bw	3.90274331104936e-09
275	all_pattern_matches_genomewide_new_pos_neg.bw	3.86034366129616e-09
276	all_pattern_matches_genomewide_new_pos_neg.bw	3.86249851404923e-09
277	all_pattern_matches_genomewide_new_pos_neg.bw	3.91653193649815e-09
278	all_pattern_matches_genomewide_new_pos_neg.bw	3.88232434697979e-09
279	all_pattern_matches_genomewide_new_pos_neg.bw	3.86651977126699e-09
280	all_pattern_matches_genomewide_new_pos_neg.bw	3.82723589609581e-09
281	all_pattern_matches_genomewide_new_pos_neg.bw	3.821609266222e-09
282	all_pattern_matches_genomewide_new_pos_neg.bw	3.85704466250803e-09
283	all_pattern_matches_genomewide_new_pos_neg.bw	3.87510518104417e-09
284	all_pattern_matches_genomewide_new_pos_neg.bw	3.84233577652082e-09
285	all_pattern_matches_genomewide_new_pos_neg.bw	3.78119249730981e-09
286	all_pattern_matches_genomewide_new_pos_neg.bw	3.80878051366522e-09
287	all_pattern_matches_genomewide_new_pos_neg.bw	3.82580274668798e-09
288	all_pattern_matches_genomewide_new_pos_neg.bw	3.84633572690981e-09
289	all_pattern_matches_genomewide_new_pos_neg.bw	3.83529930408228e-09
290	all_pattern_matches_genomewide_new_pos_neg.bw	3.87651465010793e-09
291	all_pattern_matches_genomewide_new_pos_neg.bw	3.83466694814907e-09
292	all_pattern_matches_genomewide_new_pos_neg.bw	3.84147300187323e-09
293	all_pattern_matches_genomewide_new_pos_neg.bw	3.83560948803748e-09
294	all_pattern_matches_genomewide_new_pos_neg.bw	3.79972611220409e-09
295	all_pattern_matches_genomewide_new_pos_neg.bw	3.89934581361339e-09
296	all_pattern_matches_genomewide_new_pos_neg.bw	3.94824645588047e-09
297	all_pattern_matches_genomewide_new_pos_neg.bw	3.92146394971379e-09
298	all_pattern_matches_genomewide_new_pos_neg.bw	3.9060889725554e-09
299	all_pattern_matches_genomewide_new_pos_neg.bw	3.8617837159724e-09
300	all_pattern_matches_genomewide_new_pos_neg.bw	3.83726494051676e-09
