Var1	Var2	value
74	KRG102219_aegypti_Ago1_Exp8A	Flaviviridae	0.0092916583570535
75	KRG102219_aegypti_Ago1_Exp8B	Flaviviridae	0.00421542508346542
76	KRG102219_aegypti_Ago2_Exp8A	Flaviviridae	0.118135311158137
77	KRG102219_aegypti_Ago2_Exp8B	Flaviviridae	0.0725113456807048
78	KRG102219_aegypti_mIgG_Exp8A	Flaviviridae	0.117952594957089
79	KRG102219_aegypti_mIgG_Exp8B	Flaviviridae	0.126261986014837
80	KRG102219_aegypti_rIgG_Exp8A	Flaviviridae	0.0189180822469768
81	KRG102219_aegypti_rIgG_Exp8B	Flaviviridae	0.0290867531718718
82	KRG121817A_Aag2_Ago1_Exp1A	Flaviviridae	0.0353575474154624
83	KRG121817A_Aag2_Ago1_Exp1B	Flaviviridae	0.00879417239509285
84	KRG121817A_Aag2_Ago2_Exp1A	Flaviviridae	0.317168985059248
85	KRG121817A_Aag2_Ago2_Exp1B	Flaviviridae	0.143796302609993
86	KRG121817A_Aag2_mIgG_Exp1A	Flaviviridae	0.022714263649001
87	KRG121817A_Aag2_mIgG_Exp1B	Flaviviridae	0.0654309103147777
88	KRG121817A_Aag2_rIgG_Exp1A	Flaviviridae	0.0186877308074215
89	KRG121817A_Aag2_rIgG_Exp1B	Flaviviridae	0.000554917400544929
90	KRG121817B_Aag2_Ago1_Exp2A	Flaviviridae	0.0409842949525489
91	KRG121817B_Aag2_Ago1_Exp2B	Flaviviridae	0.0338472034828706
92	KRG121817B_Aag2_Ago2_Exp2A	Flaviviridae	0.254555589990079
93	KRG121817B_Aag2_Ago2_Exp2B	Flaviviridae	0.150338842362623
94	KRG121817B_Aag2_mIgG_Exp2A	Flaviviridae	0.036637865233719
95	KRG121817B_Aag2_mIgG_Exp2B	Flaviviridae	0.0584226988382484
96	KRG121817B_Aag2_rIgG_Exp2A	Flaviviridae	0.00531308564694063
97	KRG121817B_Aag2_rIgG_Exp2B	Flaviviridae	0.0157065634460833
98	BrdU_KRG090619_Aag2_Ago1_Exp5A	Phasmaviridae	0.00117090050514025
99	BrdU_KRG090619_Aag2_Ago1_Exp5B	Phasmaviridae	0.00181688002670141
100	BrdU_KRG090619_Aag2_Ago2_Exp5A	Phasmaviridae	0.00404503792817916
101	BrdU_KRG090619_Aag2_Ago2_Exp5B	Phasmaviridae	0.00387006401652234
102	BrdU_KRG090619_Aag2_mIgG_Exp5A	Phasmaviridae	0
103	BrdU_KRG090619_Aag2_mIgG_Exp5B	Phasmaviridae	0
104	BrdU_KRG090619_Aag2_rIgG_Exp5A	Phasmaviridae	0
105	BrdU_KRG090619_Aag2_rIgG_Exp5B	Phasmaviridae	0
106	BrdU_KRG090619_aegypti_Ago1_Exp5A	Phasmaviridae	0
107	BrdU_KRG090619_aegypti_Ago1_Exp5B	Phasmaviridae	0
108	BrdU_KRG090619_aegypti_Ago2_Exp5A	Phasmaviridae	0.00420907307792678
109	BrdU_KRG090619_aegypti_Ago2_Exp5B	Phasmaviridae	0.000539647933688062
110	BrdU_KRG090619_aegypti_mIgG_Exp5A	Phasmaviridae	0.0187952260125928
111	BrdU_KRG090619_aegypti_mIgG_Exp5B	Phasmaviridae	0
112	BrdU_KRG090619_aegypti_rIgG_Exp5A	Phasmaviridae	0
113	BrdU_KRG090619_aegypti_rIgG_Exp5B	Phasmaviridae	0
114	BrdU_KRG091819_Aag2_Ago1_Exp6A	Phasmaviridae	0.00155608462432783
115	BrdU_KRG091819_Aag2_Ago1_Exp6B	Phasmaviridae	0.0019357544603009
116	BrdU_KRG091819_Aag2_Ago2_Exp6A	Phasmaviridae	0.00323755564548766
117	BrdU_KRG091819_Aag2_Ago2_Exp6B	Phasmaviridae	0.00276097418213042
118	BrdU_KRG091819_Aag2_mIgG_Exp6A	Phasmaviridae	0
119	BrdU_KRG091819_Aag2_mIgG_Exp6B	Phasmaviridae	0
120	BrdU_KRG091819_Aag2_rIgG_Exp6A	Phasmaviridae	0
121	BrdU_KRG091819_Aag2_rIgG_Exp6B	Phasmaviridae	0
122	BrdU_KRG091819_aegypti_Ago1_Exp6A	Phasmaviridae	0
123	BrdU_KRG091819_aegypti_Ago1_Exp6B	Phasmaviridae	0
124	BrdU_KRG091819_aegypti_Ago2_Exp6A	Phasmaviridae	0.00485259043408848
125	BrdU_KRG091819_aegypti_Ago2_Exp6B	Phasmaviridae	0.000626176036869245
126	BrdU_KRG091819_aegypti_mIgG_Exp6A	Phasmaviridae	0.00984397302751391
127	BrdU_KRG091819_aegypti_mIgG_Exp6B	Phasmaviridae	0
128	BrdU_KRG091819_aegypti_rIgG_Exp6A	Phasmaviridae	0
129	BrdU_KRG091819_aegypti_rIgG_Exp6B	Phasmaviridae	0
130	KRG081018_Aag2_Ago1_Exp3A	Phasmaviridae	0.00153181749051094
131	KRG081018_Aag2_Ago1_Exp3B	Phasmaviridae	0.000759370056975535
132	KRG081018_Aag2_rIgG_Exp3	Phasmaviridae	0
133	KRG081018_aegypti_Ago1_Exp3A	Phasmaviridae	0.0001415210827495
134	KRG081018_aegypti_Ago1_Exp3B	Phasmaviridae	0.00117004223852481
135	KRG081018_aegypti_Ago1_Exp3C	Phasmaviridae	0
136	KRG091218_Aag2_Ago1_Exp4A	Phasmaviridae	0
137	KRG091218_Aag2_Ago1_Exp4B	Phasmaviridae	0.00244631645899187
138	KRG091218_Aag2_Ago1_Exp4C	Phasmaviridae	0.00147410766734992
139	KRG091218_Aag2_rIgG_Exp4A	Phasmaviridae	0.0190504030966759
140	KRG091218_Aag2_rIgG_Exp4B	Phasmaviridae	0
141	KRG091218_aegypti_Ago1_Exp4A	Phasmaviridae	0
142	KRG091218_aegypti_Ago1_Exp4B	Phasmaviridae	0
143	KRG091218_aegypti_Ago1_Exp4C	Phasmaviridae	0
144	KRG091218_aegypti_Ago1_Exp4D	Phasmaviridae	0
145	KRG091218_aegypti_Ago1_Exp4E	Phasmaviridae	0
146	KRG091218_aegypti_Ago1_Exp4F	Phasmaviridae	0
147	KRG091218_aegypti_rIgG_Exp4A	Phasmaviridae	0.00018321494594243
148	KRG091218_aegypti_rIgG_Exp4B	Phasmaviridae	0
149	KRG092419_Aag2_Ago1_Exp7A	Phasmaviridae	0.00488550077322445
150	KRG092419_Aag2_Ago1_Exp7B	Phasmaviridae	0.00363802463346902
151	KRG092419_Aag2_Ago2_Exp7A	Phasmaviridae	0.0132395719457253
152	KRG092419_Aag2_Ago2_Exp7B	Phasmaviridae	0.0127574089863835
153	KRG092419_Aag2_mIgG_Exp7A	Phasmaviridae	0.00459479052860512
154	KRG092419_Aag2_mIgG_Exp7B	Phasmaviridae	0
155	KRG092419_Aag2_rIgG_Exp7A	Phasmaviridae	0
156	KRG092419_Aag2_rIgG_Exp7B	Phasmaviridae	0
157	KRG092419_aegypti_Ago2_Exp7A	Phasmaviridae	0.001274278997015
158	KRG092419_aegypti_Ago2_Exp7B	Phasmaviridae	0.00290853488787598
159	KRG092419_aegypti_mIgG_Exp7A	Phasmaviridae	0
160	KRG092419_aegypti_mIgG_Exp7B	Phasmaviridae	0
161	KRG092419_aegypti_mIgG_Exp7C	Phasmaviridae	0
162	KRG092419_aegypti_mIgG_Exp7D	Phasmaviridae	0
163	KRG102219_Aag2_Ago1_Exp8A	Phasmaviridae	0
164	KRG102219_Aag2_Ago1_Exp8B	Phasmaviridae	0.000925309053223777
165	KRG102219_Aag2_Ago2_Exp8A	Phasmaviridae	0.00108828434693417
166	KRG102219_Aag2_Ago2_Exp8B	Phasmaviridae	0.000649519355676799
167	KRG102219_Aag2_mIgG_Exp8A	Phasmaviridae	0.000853460783476999
168	KRG102219_Aag2_mIgG_Exp8B	Phasmaviridae	0
169	KRG102219_Aag2_rIgG_Exp8A	Phasmaviridae	0
170	KRG102219_Aag2_rIgG_Exp8B	Phasmaviridae	0
171	KRG102219_aegypti_Ago1_Exp8A	Phasmaviridae	0
172	KRG102219_aegypti_Ago1_Exp8B	Phasmaviridae	0.000210771254173271
173	KRG102219_aegypti_Ago2_Exp8A	Phasmaviridae	0.00128407946911018
174	KRG102219_aegypti_Ago2_Exp8B	Phasmaviridae	0.00090188240896399
175	KRG102219_aegypti_mIgG_Exp8A	Phasmaviridae	0.00280006160135523
176	KRG102219_aegypti_mIgG_Exp8B	Phasmaviridae	0.00126769062263893
177	KRG102219_aegypti_rIgG_Exp8A	Phasmaviridae	0
178	KRG102219_aegypti_rIgG_Exp8B	Phasmaviridae	0.000257404895326299
179	KRG121817A_Aag2_Ago1_Exp1A	Phasmaviridae	0.000660888736737615
180	KRG121817A_Aag2_Ago1_Exp1B	Phasmaviridae	0
181	KRG121817A_Aag2_Ago2_Exp1A	Phasmaviridae	0.00261624162802679
182	KRG121817A_Aag2_Ago2_Exp1B	Phasmaviridae	0.0020055272330543
183	KRG121817A_Aag2_mIgG_Exp1A	Phasmaviridae	0
184	KRG121817A_Aag2_mIgG_Exp1B	Phasmaviridae	0.00115806920911111
185	KRG121817A_Aag2_rIgG_Exp1A	Phasmaviridae	0
186	KRG121817A_Aag2_rIgG_Exp1B	Phasmaviridae	0
187	KRG121817B_Aag2_Ago1_Exp2A	Phasmaviridae	0.000537498950197363
188	KRG121817B_Aag2_Ago1_Exp2B	Phasmaviridae	0.000930964339410979
189	KRG121817B_Aag2_Ago2_Exp2A	Phasmaviridae	0.00233894875948005
190	KRG121817B_Aag2_Ago2_Exp2B	Phasmaviridae	0.00209354052217427
191	KRG121817B_Aag2_mIgG_Exp2A	Phasmaviridae	0.000538792135789986
192	KRG121817B_Aag2_mIgG_Exp2B	Phasmaviridae	0.00100536193029491
193	KRG121817B_Aag2_rIgG_Exp2A	Phasmaviridae	0
194	KRG121817B_Aag2_rIgG_Exp2B	Phasmaviridae	0.000421652709961967
195	BrdU_KRG090619_Aag2_Ago1_Exp5A	Phenuiviridae	0.00117090050514025
196	BrdU_KRG090619_Aag2_Ago1_Exp5B	Phenuiviridae	0.00047104296988555
197	BrdU_KRG090619_Aag2_Ago2_Exp5A	Phenuiviridae	0.00190354726031961
198	BrdU_KRG090619_Aag2_Ago2_Exp5B	Phenuiviridae	0.00188783610562065
199	BrdU_KRG090619_Aag2_mIgG_Exp5A	Phenuiviridae	0
200	BrdU_KRG090619_Aag2_mIgG_Exp5B	Phenuiviridae	0
201	BrdU_KRG090619_Aag2_rIgG_Exp5A	Phenuiviridae	0
202	BrdU_KRG090619_Aag2_rIgG_Exp5B	Phenuiviridae	0
203	BrdU_KRG090619_aegypti_Ago1_Exp5A	Phenuiviridae	0
204	BrdU_KRG090619_aegypti_Ago1_Exp5B	Phenuiviridae	0
205	BrdU_KRG090619_aegypti_Ago2_Exp5A	Phenuiviridae	0
206	BrdU_KRG090619_aegypti_Ago2_Exp5B	Phenuiviridae	0
207	BrdU_KRG090619_aegypti_mIgG_Exp5A	Phenuiviridae	0
208	BrdU_KRG090619_aegypti_mIgG_Exp5B	Phenuiviridae	0
209	BrdU_KRG090619_aegypti_rIgG_Exp5A	Phenuiviridae	0
210	BrdU_KRG090619_aegypti_rIgG_Exp5B	Phenuiviridae	0
211	BrdU_KRG091819_Aag2_Ago1_Exp6A	Phenuiviridae	0.000222297803475404
212	BrdU_KRG091819_Aag2_Ago1_Exp6B	Phenuiviridae	0.00086033531568929
213	BrdU_KRG091819_Aag2_Ago2_Exp6A	Phenuiviridae	0.00129502225819506
214	BrdU_KRG091819_Aag2_Ago2_Exp6B	Phenuiviridae	0.000552194836426085
215	BrdU_KRG091819_Aag2_mIgG_Exp6A	Phenuiviridae	0
216	BrdU_KRG091819_Aag2_mIgG_Exp6B	Phenuiviridae	0
217	BrdU_KRG091819_Aag2_rIgG_Exp6A	Phenuiviridae	0
218	BrdU_KRG091819_Aag2_rIgG_Exp6B	Phenuiviridae	0
219	BrdU_KRG091819_aegypti_Ago1_Exp6A	Phenuiviridae	0
220	BrdU_KRG091819_aegypti_Ago1_Exp6B	Phenuiviridae	0
221	BrdU_KRG091819_aegypti_Ago2_Exp6A	Phenuiviridae	0
222	BrdU_KRG091819_aegypti_Ago2_Exp6B	Phenuiviridae	0
223	BrdU_KRG091819_aegypti_mIgG_Exp6A	Phenuiviridae	0
224	BrdU_KRG091819_aegypti_mIgG_Exp6B	Phenuiviridae	0
225	BrdU_KRG091819_aegypti_rIgG_Exp6A	Phenuiviridae	0
226	BrdU_KRG091819_aegypti_rIgG_Exp6B	Phenuiviridae	0
227	KRG081018_Aag2_Ago1_Exp3A	Phenuiviridae	0.00339188158613136
228	KRG081018_Aag2_Ago1_Exp3B	Phenuiviridae	0.00273373220511193
229	KRG081018_Aag2_rIgG_Exp3	Phenuiviridae	0.0666053133851613
230	KRG081018_aegypti_Ago1_Exp3A	Phenuiviridae	7.076054137475e-05
231	KRG081018_aegypti_Ago1_Exp3B	Phenuiviridae	0
232	KRG081018_aegypti_Ago1_Exp3C	Phenuiviridae	0.000370684994980307
233	KRG091218_Aag2_Ago1_Exp4A	Phenuiviridae	0.0016959367963493
234	KRG091218_Aag2_Ago1_Exp4B	Phenuiviridae	0.00279579023884785
235	KRG091218_Aag2_Ago1_Exp4C	Phenuiviridae	0.00221116150102487
236	KRG091218_Aag2_rIgG_Exp4A	Phenuiviridae	0
237	KRG091218_Aag2_rIgG_Exp4B	Phenuiviridae	0
238	KRG091218_aegypti_Ago1_Exp4A	Phenuiviridae	0
239	KRG091218_aegypti_Ago1_Exp4B	Phenuiviridae	0
240	KRG091218_aegypti_Ago1_Exp4C	Phenuiviridae	0
241	KRG091218_aegypti_Ago1_Exp4D	Phenuiviridae	0
242	KRG091218_aegypti_Ago1_Exp4E	Phenuiviridae	0.000516049127876974
243	KRG091218_aegypti_Ago1_Exp4F	Phenuiviridae	0
244	KRG091218_aegypti_rIgG_Exp4A	Phenuiviridae	0
245	KRG091218_aegypti_rIgG_Exp4B	Phenuiviridae	0
246	KRG092419_Aag2_Ago1_Exp7A	Phenuiviridae	0.00093951937946624
247	KRG092419_Aag2_Ago1_Exp7B	Phenuiviridae	0.00141478735746017
248	KRG092419_Aag2_Ago2_Exp7A	Phenuiviridae	0.00239573206636934
249	KRG092419_Aag2_Ago2_Exp7B	Phenuiviridae	0.00145337570730951
250	KRG092419_Aag2_mIgG_Exp7A	Phenuiviridae	0.004084258247649
251	KRG092419_Aag2_mIgG_Exp7B	Phenuiviridae	0
252	KRG092419_Aag2_rIgG_Exp7A	Phenuiviridae	0.00598032473163293
253	KRG092419_Aag2_rIgG_Exp7B	Phenuiviridae	0
254	KRG092419_aegypti_Ago2_Exp7A	Phenuiviridae	0
255	KRG092419_aegypti_Ago2_Exp7B	Phenuiviridae	0
256	KRG092419_aegypti_mIgG_Exp7A	Phenuiviridae	0
257	KRG092419_aegypti_mIgG_Exp7B	Phenuiviridae	0
258	KRG092419_aegypti_mIgG_Exp7C	Phenuiviridae	0
259	KRG092419_aegypti_mIgG_Exp7D	Phenuiviridae	0
260	KRG102219_Aag2_Ago1_Exp8A	Phenuiviridae	0.000853575521161204
261	KRG102219_Aag2_Ago1_Exp8B	Phenuiviridae	0.00129543267451329
262	KRG102219_Aag2_Ago2_Exp8A	Phenuiviridae	0.000272071086733542
263	KRG102219_Aag2_Ago2_Exp8B	Phenuiviridae	0.0012990387113536
264	KRG102219_Aag2_mIgG_Exp8A	Phenuiviridae	0.001706921566954
265	KRG102219_Aag2_mIgG_Exp8B	Phenuiviridae	0.00123984873845391
266	KRG102219_Aag2_rIgG_Exp8A	Phenuiviridae	0
267	KRG102219_Aag2_rIgG_Exp8B	Phenuiviridae	0
268	KRG102219_aegypti_Ago1_Exp8A	Phenuiviridae	0.000226625813586671
269	KRG102219_aegypti_Ago1_Exp8B	Phenuiviridae	0
270	KRG102219_aegypti_Ago2_Exp8A	Phenuiviridae	0.000513631787644074
271	KRG102219_aegypti_Ago2_Exp8B	Phenuiviridae	0.000180376481792798
272	KRG102219_aegypti_mIgG_Exp8A	Phenuiviridae	0.000350007700169404
273	KRG102219_aegypti_mIgG_Exp8B	Phenuiviridae	0.00126769062263893
274	KRG102219_aegypti_rIgG_Exp8A	Phenuiviridae	0.000737068139492602
275	KRG102219_aegypti_rIgG_Exp8B	Phenuiviridae	0
276	KRG121817A_Aag2_Ago1_Exp1A	Phenuiviridae	0.00152004409449652
277	KRG121817A_Aag2_Ago1_Exp1B	Phenuiviridae	0.000418770114052041
278	KRG121817A_Aag2_Ago2_Exp1A	Phenuiviridae	0.00452811051004637
279	KRG121817A_Aag2_Ago2_Exp1B	Phenuiviridae	0.00210580359470701
280	KRG121817A_Aag2_mIgG_Exp1A	Phenuiviridae	0.000181714109192008
281	KRG121817A_Aag2_mIgG_Exp1B	Phenuiviridae	0.00376372492961111
282	KRG121817A_Aag2_rIgG_Exp1A	Phenuiviridae	0.0005578427106693
283	KRG121817A_Aag2_rIgG_Exp1B	Phenuiviridae	0
284	KRG121817B_Aag2_Ago1_Exp2A	Phenuiviridae	0.00127656000671874
285	KRG121817B_Aag2_Ago1_Exp2B	Phenuiviridae	0.00192842613163703
286	KRG121817B_Aag2_Ago2_Exp2A	Phenuiviridae	0.00428807272571343
287	KRG121817B_Aag2_Ago2_Exp2B	Phenuiviridae	0.00220670487472423
288	KRG121817B_Aag2_mIgG_Exp2A	Phenuiviridae	0.00179597378596662
289	KRG121817B_Aag2_mIgG_Exp2B	Phenuiviridae	0.00245755138516533
290	KRG121817B_Aag2_rIgG_Exp2A	Phenuiviridae	0.000161002595361837
291	KRG121817B_Aag2_rIgG_Exp2B	Phenuiviridae	0.00063247906494295
292	BrdU_KRG090619_Aag2_Ago1_Exp5A	Rhabdoviridae	0.0862333783785645
293	BrdU_KRG090619_Aag2_Ago1_Exp5B	Rhabdoviridae	0.0821633523186081
294	BrdU_KRG090619_Aag2_Ago2_Exp5A	Rhabdoviridae	0.183156937953877
295	BrdU_KRG090619_Aag2_Ago2_Exp5B	Rhabdoviridae	0.185763072793072
296	BrdU_KRG090619_Aag2_mIgG_Exp5A	Rhabdoviridae	0.187215833110457
297	BrdU_KRG090619_Aag2_mIgG_Exp5B	Rhabdoviridae	0.102354145342886
298	BrdU_KRG090619_Aag2_rIgG_Exp5A	Rhabdoviridae	0.136580924197587
299	BrdU_KRG090619_Aag2_rIgG_Exp5B	Rhabdoviridae	0.0282698831511496
300	BrdU_KRG090619_aegypti_Ago1_Exp5A	Rhabdoviridae	0.0307754450417873
301	BrdU_KRG090619_aegypti_Ago1_Exp5B	Rhabdoviridae	0.0108032642478435
302	BrdU_KRG090619_aegypti_Ago2_Exp5A	Rhabdoviridae	0.0538761353974628
303	BrdU_KRG090619_aegypti_Ago2_Exp5B	Rhabdoviridae	0.052345849567742
304	BrdU_KRG090619_aegypti_mIgG_Exp5A	Rhabdoviridae	0.13156658208815
305	BrdU_KRG090619_aegypti_mIgG_Exp5B	Rhabdoviridae	0.274865112491092
306	BrdU_KRG090619_aegypti_rIgG_Exp5A	Rhabdoviridae	0.139049826187717
307	BrdU_KRG090619_aegypti_rIgG_Exp5B	Rhabdoviridae	0
308	BrdU_KRG091819_Aag2_Ago1_Exp6A	Rhabdoviridae	0.0829170806963256
309	BrdU_KRG091819_Aag2_Ago1_Exp6B	Rhabdoviridae	0.0808715196747933
310	BrdU_KRG091819_Aag2_Ago2_Exp6A	Rhabdoviridae	0.161068393363011
311	BrdU_KRG091819_Aag2_Ago2_Exp6B	Rhabdoviridae	0.174769665728856
312	BrdU_KRG091819_Aag2_mIgG_Exp6A	Rhabdoviridae	0.0698812019566736
313	BrdU_KRG091819_Aag2_mIgG_Exp6B	Rhabdoviridae	0.126903553299492
314	BrdU_KRG091819_Aag2_rIgG_Exp6A	Rhabdoviridae	0.138792505204719
315	BrdU_KRG091819_Aag2_rIgG_Exp6B	Rhabdoviridae	0.0583260425780111
316	BrdU_KRG091819_aegypti_Ago1_Exp6A	Rhabdoviridae	0.0242732341794616
317	BrdU_KRG091819_aegypti_Ago1_Exp6B	Rhabdoviridae	0.00937885476027851
318	BrdU_KRG091819_aegypti_Ago2_Exp6A	Rhabdoviridae	0.0633263051648546
319	BrdU_KRG091819_aegypti_Ago2_Exp6B	Rhabdoviridae	0.0583909154380571
320	BrdU_KRG091819_aegypti_mIgG_Exp6A	Rhabdoviridae	0.137815622385195
321	BrdU_KRG091819_aegypti_mIgG_Exp6B	Rhabdoviridae	0.245674829967157
322	BrdU_KRG091819_aegypti_rIgG_Exp6A	Rhabdoviridae	0.140243902439024
323	BrdU_KRG091819_aegypti_rIgG_Exp6B	Rhabdoviridae	0
324	KRG081018_Aag2_Ago1_Exp3A	Rhabdoviridae	0.0679470472576637
325	KRG081018_Aag2_Ago1_Exp3B	Rhabdoviridae	0.0603699195295551
326	KRG081018_Aag2_rIgG_Exp3	Rhabdoviridae	0.146937528274433
327	KRG081018_aegypti_Ago1_Exp3A	Rhabdoviridae	0.00502399843760725
328	KRG081018_aegypti_Ago1_Exp3B	Rhabdoviridae	0.00503118162565669
329	KRG081018_aegypti_Ago1_Exp3C	Rhabdoviridae	0.0476948026874662
330	KRG091218_Aag2_Ago1_Exp4A	Rhabdoviridae	0.0357451293999776
331	KRG091218_Aag2_Ago1_Exp4B	Rhabdoviridae	0.0634294910438607
332	KRG091218_Aag2_Ago1_Exp4C	Rhabdoviridae	0.0477610884221373
333	KRG091218_Aag2_rIgG_Exp4A	Rhabdoviridae	0.0159300784515307
334	KRG091218_Aag2_rIgG_Exp4B	Rhabdoviridae	0.282513813936488
335	KRG091218_aegypti_Ago1_Exp4A	Rhabdoviridae	0.0127603395559075
336	KRG091218_aegypti_Ago1_Exp4B	Rhabdoviridae	0.0162912167784495
